px,py
111.91031646728516,95.43401336669922
111.8993682861328,95.56299591064452
112.01057434082033,95.68315887451172
112.01654052734376,95.5964126586914
112.03539276123048,95.74485778808594
112.05966186523438,95.7286605834961
112.05966186523438,95.7286605834961
112.05889129638672,95.79016876220705
112.01465606689452,95.91081237792967
112.00302124023438,95.9346923828125
111.87832641601562,95.9129409790039
111.87832641601562,95.9129409790039
111.91374206542967,95.84954833984376
111.92027282714844,95.90541076660156
111.92027282714844,96.04288482666016
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
111.92027282714844,95.95024871826172
99.59889221191406,92.66284942626952
98.8233871459961,92.46772003173828
98.94302368164062,92.3272476196289
99.19400024414062,92.3675308227539
99.18917083740234,92.36044311523438
99.11580657958984,92.25226593017578
99.07705688476562,92.15460968017578
99.06922149658205,92.33931732177734
99.2812728881836,92.38700103759766
99.39729309082033,92.4181671142578
99.26691436767578,92.21432495117188
99.26691436767578,92.21432495117188
99.26691436767578,92.2160873413086
99.26691436767578,92.36748504638672
99.26691436767578,92.36748504638672
99.26691436767578,92.36748504638672
99.26691436767578,92.18350982666016
99.26691436767578,92.18350982666016
99.26691436767578,92.18350982666016
99.26691436767578,92.18350982666016
99.26691436767578,92.18350982666016
99.26691436767578,92.18350982666016
99.26691436767578,92.18350982666016
99.26691436767578,90.40115356445312
99.26691436767578,90.5945816040039
99.26691436767578,90.5945816040039
99.26691436767578,90.5945816040039
98.56777954101562,90.5945816040039
98.5764389038086,91.33413696289062
98.63433074951172,91.365478515625
98.595458984375,91.50395965576172
98.57040405273438,91.51581573486328
98.86815643310548,91.57097625732422
98.8830337524414,91.62825775146484
98.96190643310548,91.79173278808594
98.98370361328124,91.66934967041016
99.24441528320312,91.76465606689452
99.2355499267578,91.8054428100586
99.28289031982422,91.7916259765625
99.50835418701172,91.89803314208984
99.43319702148438,91.86736297607422
99.33858489990234,91.88609313964844
99.25724792480467,91.81295776367188
99.25724792480467,91.81295776367188
99.3853759765625,91.93476104736328
99.3853759765625,91.93476104736328
99.42027282714844,91.97428131103516
99.42610931396484,92.20758056640624
99.38291931152344,92.16055297851562
99.38291931152344,92.16055297851562
99.40042877197266,92.25251770019533
99.31883239746094,92.16242980957033
99.35415649414062,92.20358276367188
99.24823760986328,92.05045318603516
99.35415649414062,92.20358276367188
99.28521728515624,92.06401824951172
99.38291931152344,92.16055297851562
99.17219543457033,92.17317199707033
99.1696548461914,92.02223205566406
99.27439880371094,92.35626983642578
99.2686767578125,92.0573272705078
99.23523712158205,92.06351470947266
99.23523712158205,92.06351470947266
99.08988189697266,91.92977142333984
99.29815673828124,92.07427215576172
99.29815673828124,92.06351470947266
99.29815673828124,92.10191345214844
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,92.05809020996094
99.29815673828124,88.43020629882812
99.29815673828124,89.72770690917969
82.15923309326172,90.53118133544922
81.36225128173828,90.19558715820312
81.71765899658203,90.3147430419922
81.8275375366211,90.24210357666016
81.85765838623047,90.14915466308594
81.74369812011719,90.22071838378906
81.81755065917969,90.1747817993164
81.9354248046875,90.32208251953124
82.04275512695312,90.28153228759766
81.90241241455078,90.12889099121094
81.90241241455078,90.12889099121094
81.89228057861328,90.10889434814452
81.9154052734375,90.0784683227539
81.937744140625,90.0699691772461
81.93599700927734,90.19194793701172
82.03243255615234,90.13923645019533
81.97164154052734,90.07049560546875
81.9350357055664,90.1859893798828
81.9350357055664,90.1859893798828
82.02375793457031,90.22184753417967
82.03584289550781,90.29544830322266
82.14169311523438,90.41941833496094
82.07207489013672,90.35362243652344
82.1742172241211,90.47106170654295
82.1742172241211,90.47106170654295
82.19701385498047,90.45038604736328
82.21725463867188,90.4511947631836
82.21725463867188,90.4511947631836
82.23092651367188,90.44097137451172
82.16378784179688,90.4066390991211
82.16378784179688,90.4066390991211
82.29479217529297,90.41080474853516
82.2717514038086,90.5090560913086
82.2055435180664,90.55144500732422
82.23789978027344,90.39412689208984
82.23789978027344,90.39412689208984
82.30781555175781,90.40869903564452
82.38582611083984,90.3419952392578
82.38582611083984,90.3419952392578
82.38582611083984,90.3419952392578
82.38582611083984,90.3419952392578
82.38582611083984,90.3419952392578
82.3721923828125,90.4308624267578
82.3721923828125,90.4308624267578
82.39848327636719,90.32125854492188
82.49348449707031,90.37540435791016
82.49348449707031,90.37540435791016
82.39848327636719,90.32125854492188
82.53515625,90.40666961669922
82.31926727294922,90.3435287475586
82.34754943847656,90.34102630615234
82.40840911865234,90.33118438720705
82.40840911865234,90.33118438720705
82.40840911865234,90.33118438720705
82.40840911865234,90.33118438720705
82.10557556152344,90.19751739501952
82.10557556152344,90.19751739501952
82.20513916015625,90.30532836914062
82.20513916015625,90.30532836914062
82.11957550048828,90.10623168945312
82.21388244628906,90.2065887451172
82.2059555053711,90.25747680664062
82.2059555053711,90.25747680664062
82.2059555053711,90.25747680664062
82.42091369628906,90.33292388916016
82.42091369628906,90.33292388916016
82.42091369628906,90.33292388916016
82.40667724609375,90.38610076904295
82.40667724609375,90.38610076904295
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
82.37612915039062,90.32868194580078
112.7443618774414,103.49726104736328
112.83162689208984,103.58025360107422
112.83162689208984,103.58025360107422
113.17464447021484,103.6580047607422
113.2081527709961,103.77306365966795
113.2081527709961,103.77306365966795
113.2081527709961,103.77306365966795
113.28118896484376,103.61515045166016
113.28490447998048,103.54900360107422
113.24855041503906,103.5479736328125
113.28490447998048,103.54900360107422
113.28490447998048,103.54900360107422
113.28490447998048,103.54900360107422
