image,px,py
frame_0000.jpg,97.68477630615234,76.85961151123047
frame_0009.jpg,97.82450866699219,76.7706069946289
frame_0018.jpg,97.67564392089844,76.61177825927734
frame_0027.jpg,97.74494934082031,76.68989562988281
frame_0036.jpg,97.74494934082031,76.68989562988281
frame_0045.jpg,97.81694793701172,76.69050598144531
frame_0054.jpg,97.72400665283203,76.72885131835938
frame_0063.jpg,97.71598815917969,76.83692932128906
frame_0072.jpg,97.80677032470703,76.71044158935547
frame_0081.jpg,97.80677032470703,76.71044158935547
frame_0090.jpg,97.80677032470703,76.71044158935547
frame_0099.jpg,97.80677032470703,76.71044158935547
frame_0108.jpg,98.0076904296875,76.9366226196289
frame_0117.jpg,98.03763580322266,76.80261993408203
frame_0126.jpg,97.87419128417969,76.73299407958984
frame_0135.jpg,97.87419128417969,76.73299407958984
frame_0144.jpg,98.05622863769531,76.81529998779297
frame_0153.jpg,97.91395568847656,76.68653106689453
frame_0162.jpg,97.91634368896484,76.59992980957031
frame_0171.jpg,97.72928619384766,76.6004867553711
frame_0180.jpg,97.86512756347656,76.64266967773438
frame_0189.jpg,98.00294494628906,76.81816101074219
frame_0198.jpg,97.97689056396484,76.65150451660156
frame_0207.jpg,97.97574615478516,76.78685760498047
frame_0216.jpg,97.9683609008789,76.61674499511719
frame_0225.jpg,97.95638275146484,76.7231216430664
frame_0234.jpg,97.97059631347656,76.6335220336914
frame_0243.jpg,97.99174499511719,76.6826400756836
frame_0252.jpg,97.90242004394531,76.69791412353516
frame_0261.jpg,97.99174499511719,76.6826400756836
frame_0270.jpg,97.9922103881836,76.78170776367188
frame_0279.jpg,97.83808898925781,76.82796478271484
frame_0288.jpg,97.93839263916016,76.71408081054688
frame_0297.jpg,97.890625,76.67130279541016
frame_0306.jpg,97.78386688232422,76.76594543457031
frame_0315.jpg,97.7542953491211,76.63420867919922
frame_0324.jpg,97.7542953491211,76.63420867919922
frame_0333.jpg,97.7542953491211,76.63420867919922
frame_0342.jpg,97.78386688232422,76.76594543457031
frame_0351.jpg,97.63243865966797,76.5428695678711
frame_0360.jpg,97.63243865966797,76.5428695678711
frame_0369.jpg,97.6200180053711,76.4639892578125
frame_0378.jpg,97.64378356933594,76.43212890625
frame_0387.jpg,97.75550079345703,76.59456634521484
frame_0396.jpg,97.75550079345703,76.59456634521484
frame_0405.jpg,97.63787841796875,76.46309661865234
frame_0414.jpg,97.66264343261719,76.5655288696289
frame_0423.jpg,97.73893737792969,76.61326599121094
frame_0432.jpg,97.58135223388672,76.62325286865234
frame_0441.jpg,97.6988754272461,76.58655548095703
frame_0450.jpg,97.69552612304688,76.58667755126953
frame_0459.jpg,97.70056915283203,76.58292388916016
frame_0468.jpg,97.65953826904297,76.53644561767578
frame_0477.jpg,97.70359802246094,76.6449203491211
frame_0486.jpg,97.70359802246094,76.6449203491211
frame_0495.jpg,97.78691101074219,76.72346496582031
frame_0504.jpg,97.78691101074219,76.72346496582031
frame_0513.jpg,97.82483673095703,76.68629455566406
frame_0522.jpg,97.67343139648438,76.60533142089844
frame_0531.jpg,97.57795715332031,76.6215591430664
frame_0540.jpg,97.6745834350586,76.66004180908203
frame_0549.jpg,97.75477600097656,76.72602081298828
frame_0558.jpg,97.92280578613281,76.73431396484375
frame_0567.jpg,97.66849517822266,76.60724639892578
frame_0576.jpg,97.60689544677734,76.56148529052734
frame_0585.jpg,97.69767761230469,76.64031219482422
frame_0594.jpg,97.63633728027344,76.6150131225586
frame_0603.jpg,97.67080688476562,76.58982849121094
frame_0612.jpg,97.89370727539062,76.84954833984375
frame_0621.jpg,97.88037109375,76.85082244873047
frame_0630.jpg,97.88037109375,76.85082244873047
frame_0639.jpg,97.71672058105469,76.66102600097656
frame_0648.jpg,97.79657745361328,76.61656951904297
frame_0657.jpg,97.20552825927734,76.29376983642578
frame_0666.jpg,94.84146118164062,75.66594696044922
frame_0675.jpg,95.15045166015625,75.69213104248047
