image,px,py
frame_0000.jpg,98.91732788085938,76.47747039794922
frame_0009.jpg,99.0042724609375,76.49535369873047
frame_0018.jpg,99.12872314453125,76.56537628173828
frame_0027.jpg,99.18502044677734,76.60295867919922
frame_0036.jpg,99.28611755371094,76.68130493164062
frame_0045.jpg,99.03364562988281,76.48088836669922
frame_0054.jpg,99.10272979736328,76.63352966308594
frame_0063.jpg,99.0387954711914,76.5005874633789
frame_0072.jpg,99.12922668457031,76.64105224609375
frame_0081.jpg,99.02727508544922,76.52296447753906
frame_0090.jpg,99.08761596679688,76.4095458984375
frame_0099.jpg,99.23672485351562,76.62774658203125
frame_0108.jpg,99.22761535644531,76.4491195678711
frame_0117.jpg,99.18359375,76.38687133789062
frame_0126.jpg,99.27144622802734,76.5035629272461
frame_0135.jpg,99.13066864013672,76.5445785522461
frame_0144.jpg,99.13243103027344,76.47498321533203
frame_0153.jpg,99.10612487792969,76.4490966796875
frame_0162.jpg,99.11446380615234,76.46636962890625
frame_0171.jpg,99.20161437988281,76.5152816772461
frame_0180.jpg,99.06555938720703,76.51834106445312
frame_0189.jpg,99.09791564941406,76.53753662109375
frame_0198.jpg,99.10334777832031,76.55281066894531
frame_0207.jpg,99.10334777832031,76.55281066894531
frame_0216.jpg,99.2684097290039,76.5643081665039
frame_0225.jpg,99.13066864013672,76.5445785522461
frame_0234.jpg,99.15926361083984,76.57312774658203
frame_0243.jpg,99.14078521728516,76.60005187988281
frame_0252.jpg,99.20335388183594,76.57044219970703
frame_0261.jpg,99.16350555419922,76.52423858642578
frame_0270.jpg,99.14940643310547,76.50138092041016
frame_0279.jpg,99.2614517211914,76.47198486328125
frame_0288.jpg,99.25550842285156,76.48139953613281
frame_0297.jpg,99.27229309082031,76.48987579345703
frame_0306.jpg,99.30828857421875,76.45836639404297
frame_0315.jpg,99.26374053955078,76.4074478149414
frame_0324.jpg,99.25594329833984,76.4568099975586
frame_0333.jpg,99.25594329833984,76.4568099975586
frame_0342.jpg,99.23949432373047,76.44996643066406
frame_0351.jpg,99.27208709716797,76.42182159423828
frame_0360.jpg,99.01292419433594,76.23509216308594
frame_0369.jpg,99.0931396484375,76.27909088134766
