image,px,py
frame_0009.jpg,123.06962585449219,78.16535186767578
frame_0369.jpg,118.75812530517578,86.12316131591797
frame_0405.jpg,126.45939636230469,81.98384094238281
frame_0450.jpg,125.89912414550781,81.42121124267578
frame_0459.jpg,126.11100006103516,83.03457641601562
frame_0486.jpg,127.08340454101562,83.65996551513672
frame_0684.jpg,128.09117126464844,85.90481567382812
frame_0693.jpg,128.0541534423828,82.35134887695312
frame_0702.jpg,127.13035583496094,82.67782592773438
frame_0747.jpg,126.5902328491211,82.71527099609375
frame_1107.jpg,131.92239379882812,84.33125305175781
frame_1404.jpg,135.12033081054688,87.56624603271484
frame_1521.jpg,132.4623260498047,96.21246337890625
frame_1530.jpg,124.68270874023438,77.0140609741211
frame_1539.jpg,123.20809936523438,78.34648132324219
frame_1665.jpg,124.42980194091797,78.9236831665039
frame_1827.jpg,121.97137451171875,79.96134948730469
frame_2025.jpg,128.141845703125,94.5886459350586
frame_2052.jpg,125.89253997802734,95.1760482788086
frame_2061.jpg,122.51310729980469,81.71601867675781
frame_2070.jpg,126.07019805908203,94.56429290771484
frame_2079.jpg,128.31971740722656,94.87350463867188
frame_2151.jpg,128.78782653808594,94.67890167236328
frame_2160.jpg,128.8596649169922,94.5379638671875
frame_2322.jpg,118.11703491210938,76.23490905761719
frame_2466.jpg,126.0263442993164,81.29620361328125
frame_2547.jpg,135.53883361816406,87.72460174560547
frame_2682.jpg,122.41519165039062,79.11188507080078
frame_2727.jpg,125.78028106689453,92.68685150146484
frame_2754.jpg,135.58737182617188,79.04560089111328
frame_2763.jpg,135.56797790527344,79.06372833251953
frame_2772.jpg,126.58416748046875,94.30695343017578
frame_2781.jpg,126.08161926269531,94.11105346679688
frame_2790.jpg,126.25797271728516,94.15739440917969
frame_2799.jpg,127.92233276367188,92.93318939208984
frame_2808.jpg,125.81462860107422,93.91248321533203
frame_2889.jpg,120.71276092529297,114.60159301757812
frame_2916.jpg,110.06712341308594,96.78474426269531
frame_2952.jpg,105.83484649658203,76.3756103515625
frame_2997.jpg,120.70020294189453,76.11986541748047
frame_3006.jpg,135.27395629882812,87.7046127319336
frame_3015.jpg,127.91519927978516,94.02452087402344
frame_3024.jpg,134.89453125,87.50857543945312
frame_3033.jpg,134.52513122558594,87.01082611083984
frame_3042.jpg,134.6680908203125,86.8164291381836
frame_3051.jpg,134.48306274414062,86.8645248413086
frame_3060.jpg,135.12139892578125,87.66574096679688
frame_3069.jpg,127.55587005615234,93.28496551513672
frame_3105.jpg,127.220947265625,93.08735656738281
frame_3114.jpg,127.46492767333984,93.80026245117188
frame_3132.jpg,127.51106262207031,93.45016479492188
frame_3150.jpg,134.80239868164062,86.12149047851562
frame_3168.jpg,133.35848999023438,87.21894836425781
frame_3177.jpg,133.2112274169922,87.92839813232422
frame_3186.jpg,126.81526184082031,93.71216583251953
frame_3195.jpg,126.77700805664062,93.81300354003906
frame_3213.jpg,135.78172302246094,87.20872497558594
frame_3222.jpg,135.97296142578125,86.7548599243164
frame_3231.jpg,125.44499969482422,94.35890197753906
frame_3240.jpg,135.67251586914062,86.79884338378906
frame_3249.jpg,125.06138610839844,94.5730972290039
frame_3258.jpg,135.5279541015625,87.0241470336914
frame_3267.jpg,135.72462463378906,87.35792541503906
